overall_rank,position_rank,player_name,team,position,predicted_points,vor_value,adp,bye_week,tier
64,6,TE Player 6,TEAM6,TE,13.4,9.4,166,9,2
65,26,WR Player 26,TEAM26,WR,15.2,9.2,108,15,6
66,14,QB Player 14,TEAM14,QB,21.0,9.0,9,17,3
67,27,WR Player 27,TEAM27,WR,15.0,9.0,111,16,6
68,7,TE Player 7,TEAM7,TE,13.0,9.0,158,10,2
69,25,WR Player 25,TEAM25,WR,14.7,8.7,113,14,6
70,31,WR Player 31,TEAM31,WR,14.6,8.6,119,6,6
71,21,RB Player 21,TEAM21,RB,16.5,8.5,47,10,5
72,28,WR Player 28,TEAM28,WR,14.5,8.5,112,17,6
73,23,RB Player 23,TEAM23,RB,16.2,8.2,43,12,5
74,27,RB Player 27,TEAM27,RB,16.2,8.2,46,16,5
75,29,WR Player 29,TEAM29,WR,14.2,8.2,113,4,6
76,24,RB Player 24,TEAM24,RB,16.0,8.0,45,13,5
77,25,RB Player 25,TEAM25,RB,15.8,7.8,49,14,5
78,30,WR Player 30,TEAM30,WR,13.8,7.8,112,5,6
79,32,WR Player 32,TEAM32,WR,13.5,7.5,120,7,6
80,9,TE Player 9,TEAM9,TE,11.5,7.5,169,12,3
81,33,WR Player 33,TEAM1,WR,13.3,7.3,121,8,6
82,38,WR Player 38,TEAM6,WR,13.3,7.3,117,13,6
83,8,TE Player 8,TEAM8,TE,11.2,7.2,163,11,3
84,26,RB Player 26,TEAM26,RB,15.1,7.1,54,15,5
85,28,RB Player 28,TEAM28,RB,14.7,6.7,48,17,5
86,29,RB Player 29,TEAM29,RB,14.7,6.7,56,4,5
87,34,WR Player 34,TEAM2,WR,12.6,6.6,122,9,7
88,15,QB Player 15,TEAM15,QB,18.5,6.5,15,4,4
89,31,RB Player 31,TEAM31,RB,14.3,6.3,55,6,5
90,32,RB Player 32,TEAM32,RB,14.3,6.3,51,7,5
91,35,WR Player 35,TEAM3,WR,12.3,6.3,117,10,7
92,36,WR Player 36,TEAM4,WR,12.3,6.3,124,11,7
93,10,TE Player 10,TEAM10,TE,10.1,6.1,163,13,3
94,30,RB Player 30,TEAM30,RB,14.0,6.0,54,5,5
95,11,TE Player 11,TEAM11,TE,9.9,5.9,168,14,3
96,16,QB Player 16,TEAM16,QB,17.8,5.8,20,5,4
97,39,WR Player 39,TEAM7,WR,11.8,5.8,122,14,8
98,33,RB Player 33,TEAM1,RB,13.6,5.6,58,8,5
99,34,RB Player 34,TEAM2,RB,13.4,5.4,55,9,5
100,40,WR Player 40,TEAM8,WR,11.2,5.2,124,15,9
101,41,WR Player 41,TEAM9,WR,11.2,5.2,125,16,9
102,35,RB Player 35,TEAM3,RB,12.9,4.9,55,10,5
103,37,WR Player 37,TEAM5,WR,10.8,4.8,116,12,9
104,43,WR Player 43,TEAM11,WR,10.5,4.5,124,4,9
105,12,TE Player 12,TEAM12,TE,8.5,4.5,169,15,4
106,17,QB Player 17,TEAM17,QB,16.4,4.4,19,6,4
107,18,QB Player 18,TEAM18,QB,16.4,4.4,19,7,4
108,36,RB Player 36,TEAM4,RB,12.4,4.4,64,11,5
109,42,WR Player 42,TEAM10,WR,10.4,4.4,131,17,9
110,37,RB Player 37,TEAM5,RB,12.3,4.3,66,12,5
111,44,WR Player 44,TEAM12,WR,10.2,4.2,131,5,9
112,46,WR Player 46,TEAM14,WR,9.5,3.5,129,7,10
113,13,TE Player 13,TEAM13,TE,7.4,3.4,174,16,4
114,48,WR Player 48,TEAM16,WR,9.2,3.2,134,9,10
115,42,RB Player 42,TEAM10,RB,11.1,3.1,70,17,6
116,19,QB Player 19,TEAM19,QB,14.8,2.8,22,8,4
117,39,RB Player 39,TEAM7,RB,10.7,2.7,65,14,6
118,40,RB Player 40,TEAM8,RB,10.7,2.7,69,15,6
119,41,RB Player 41,TEAM9,RB,10.7,2.7,69,16,6
120,45,WR Player 45,TEAM13,WR,8.7,2.7,125,6,11
121,38,RB Player 38,TEAM6,RB,10.6,2.6,67,13,6
122,47,WR Player 47,TEAM15,WR,8.6,2.6,133,8,11
123,14,TE Player 14,TEAM14,TE,6.6,2.6,172,17,4
124,15,TE Player 15,TEAM15,TE,6.5,2.5,170,4,4
125,49,WR Player 49,TEAM17,WR,8.4,2.4,129,10,11
126,20,QB Player 20,TEAM20,QB,14.0,2.0,18,9,4
127,55,WR Player 55,TEAM23,WR,7.7,1.7,134,16,12
128,53,WR Player 53,TEAM21,WR,7.6,1.6,134,14,12
129,50,WR Player 50,TEAM18,WR,7.4,1.4,135,11,12
130,51,WR Player 51,TEAM19,WR,7.3,1.3,134,12,12
131,54,WR Player 54,TEAM22,WR,7.3,1.3,142,15,12
132,43,RB Player 43,TEAM11,RB,9.2,1.2,70,4,7
133,44,RB Player 44,TEAM12,RB,9.2,1.2,70,5,7
134,52,WR Player 52,TEAM20,WR,7.1,1.1,133,13,12
135,16,TE Player 16,TEAM16,TE,5.1,1.1,167,5,5
136,56,WR Player 56,TEAM24,WR,6.9,0.9,140,17,12
137,47,RB Player 47,TEAM15,RB,8.6,0.6,76,8,7
138,21,QB Player 21,TEAM21,QB,12.5,0.5,26,10,4
139,45,RB Player 45,TEAM13,RB,8.5,0.5,65,6,7
140,48,RB Player 48,TEAM16,RB,8.3,0.3,76,9,7
141,17,TE Player 17,TEAM17,TE,4.3,0.3,178,6,5
142,46,RB Player 46,TEAM14,RB,8.2,0.2,74,7,7
143,58,WR Player 58,TEAM26,WR,6.2,0.2,146,5,13
144,60,WR Player 60,TEAM28,WR,6.1,0.1,140,7,13
145,57,WR Player 57,TEAM25,WR,5.8,-0.2,146,4,13
146,18,TE Player 18,TEAM18,TE,3.8,-0.2,175,7,5
147,61,WR Player 61,TEAM29,WR,5.6,-0.4,148,8,13
148,49,RB Player 49,TEAM17,RB,7.5,-0.5,76,10,7
149,50,RB Player 50,TEAM18,RB,7.4,-0.6,70,11,7
150,64,WR Player 64,TEAM32,WR,5.4,-0.6,153,11,13
151,59,WR Player 59,TEAM27,WR,5.3,-0.7,140,6,13
152,52,RB Player 52,TEAM20,RB,7.1,-0.9,76,13,7
153,19,TE Player 19,TEAM19,TE,2.9,-1.1,170,8,5
154,22,QB Player 22,TEAM22,QB,10.7,-1.3,22,11,4
155,62,WR Player 62,TEAM30,WR,4.5,-1.5,149,9,14
156,20,TE Player 20,TEAM20,TE,2.5,-1.5,172,9,5
157,51,RB Player 51,TEAM19,RB,6.4,-1.6,79,12,7
158,66,WR Player 66,TEAM2,WR,4.3,-1.7,153,13,14
159,63,WR Player 63,TEAM31,WR,4.2,-1.8,150,10,14
160,23,QB Player 23,TEAM23,QB,10.1,-1.9,20,12,4
161,53,RB Player 53,TEAM21,RB,6.0,-2.0,79,14,7
162,65,WR Player 65,TEAM1,WR,4.0,-2.0,153,12,14
163,68,WR Player 68,TEAM4,WR,3.7,-2.3,149,15,14
164,55,RB Player 55,TEAM23,RB,5.6,-2.4,75,16,7
165,69,WR Player 69,TEAM5,WR,3.6,-2.4,150,16,14
166,54,RB Player 54,TEAM22,RB,5.5,-2.5,83,15,7
167,67,WR Player 67,TEAM3,WR,3.5,-2.5,148,14,14
168,57,RB Player 57,TEAM25,RB,5.0,-3.0,76,4,7
169,72,WR Player 72,TEAM8,WR,3.0,-3.0,154,5,15
170,24,QB Player 24,TEAM24,QB,8.8,-3.2,19,13,4
171,56,RB Player 56,TEAM24,RB,4.8,-3.2,82,17,7
172,70,WR Player 70,TEAM6,WR,2.6,-3.4,150,17,15
173,60,RB Player 60,TEAM28,RB,4.3,-3.7,82,7,7
174,58,RB Player 58,TEAM26,RB,4.1,-3.9,78,5,7
175,71,WR Player 71,TEAM7,WR,2.0,-4.0,160,4,16
176,59,RB Player 59,TEAM27,RB,3.8,-4.2,86,6,7
