overall_rank,position_rank,player_name,team,position,predicted_points,vor_value,adp,bye_week,tier
58,23,WR Player 23,TEAM23,WR,16.0,10.0,107,12,5
59,26,WR Player 26,TEAM26,WR,16.0,10.0,107,15,5
60,20,RB Player 20,TEAM20,RB,17.9,9.9,42,9,3
61,21,RB Player 21,TEAM21,RB,17.8,9.8,40,10,3
62,22,WR Player 22,TEAM22,WR,15.8,9.8,103,11,5
63,25,WR Player 25,TEAM25,WR,15.8,9.8,112,14,5
64,22,RB Player 22,TEAM22,RB,17.7,9.7,48,11,3
65,6,TE Player 6,TEAM6,TE,13.7,9.7,162,9,2
66,13,QB Player 13,TEAM13,QB,21.5,9.5,16,16,3
67,24,WR Player 24,TEAM24,WR,15.5,9.5,107,13,5
68,27,WR Player 27,TEAM27,WR,15.2,9.2,110,16,5
69,24,RB Player 24,TEAM24,RB,17.0,9.0,48,13,4
70,28,WR Player 28,TEAM28,WR,14.9,8.9,108,17,5
71,7,TE Player 7,TEAM7,TE,12.8,8.8,161,10,2
72,14,QB Player 14,TEAM14,QB,20.7,8.7,15,17,3
73,8,TE Player 8,TEAM8,TE,12.5,8.5,163,11,2
74,23,RB Player 23,TEAM23,RB,16.2,8.2,52,12,5
75,29,WR Player 29,TEAM29,WR,14.1,8.1,118,4,6
76,9,TE Player 9,TEAM9,TE,11.9,7.9,166,12,2
77,25,RB Player 25,TEAM25,RB,15.8,7.8,48,14,5
78,32,WR Player 32,TEAM32,WR,13.8,7.8,117,7,6
79,26,RB Player 26,TEAM26,RB,15.7,7.7,45,15,5
80,28,RB Player 28,TEAM28,RB,15.7,7.7,57,17,5
81,33,WR Player 33,TEAM1,WR,13.6,7.6,122,8,6
82,31,WR Player 31,TEAM31,WR,13.4,7.4,110,6,6
83,30,WR Player 30,TEAM30,WR,13.2,7.2,110,5,6
84,27,RB Player 27,TEAM27,RB,15.1,7.1,46,16,5
85,34,WR Player 34,TEAM2,WR,13.1,7.1,114,9,6
86,29,RB Player 29,TEAM29,RB,14.9,6.9,50,4,5
87,30,RB Player 30,TEAM30,RB,14.8,6.8,56,5,5
88,36,WR Player 36,TEAM4,WR,12.8,6.8,123,11,6
89,15,QB Player 15,TEAM15,QB,18.7,6.7,14,4,4
90,38,WR Player 38,TEAM6,WR,12.5,6.5,119,13,6
91,10,TE Player 10,TEAM10,TE,10.5,6.5,168,13,3
92,31,RB Player 31,TEAM31,RB,14.1,6.1,59,6,6
93,37,WR Player 37,TEAM5,WR,12.1,6.1,124,12,6
94,35,WR Player 35,TEAM3,WR,12.0,6.0,118,10,6
95,16,QB Player 16,TEAM16,QB,17.8,5.8,11,5,4
96,32,RB Player 32,TEAM32,RB,13.7,5.7,59,7,6
97,39,WR Player 39,TEAM7,WR,11.6,5.6,128,14,6
98,11,TE Player 11,TEAM11,TE,9.5,5.5,169,14,3
99,33,RB Player 33,TEAM1,RB,13.3,5.3,59,8,6
100,34,RB Player 34,TEAM2,RB,12.9,4.9,63,9,6
101,35,RB Player 35,TEAM3,RB,12.9,4.9,59,10,6
102,42,WR Player 42,TEAM10,WR,10.9,4.9,124,17,7
103,40,WR Player 40,TEAM8,WR,10.8,4.8,120,15,7
104,17,QB Player 17,TEAM17,QB,16.7,4.7,17,6,4
105,41,WR Player 41,TEAM9,WR,10.7,4.7,130,16,7
106,46,WR Player 46,TEAM14,WR,10.3,4.3,133,7,7
107,44,WR Player 44,TEAM12,WR,10.0,4.0,125,5,7
108,12,TE Player 12,TEAM12,TE,8.0,4.0,164,15,4
109,43,WR Player 43,TEAM11,WR,9.9,3.9,130,4,7
110,36,RB Player 36,TEAM4,RB,11.8,3.8,63,11,7
111,47,WR Player 47,TEAM15,WR,9.8,3.8,133,8,7
112,45,WR Player 45,TEAM13,WR,9.6,3.6,126,6,7
113,13,TE Player 13,TEAM13,TE,7.6,3.6,170,16,4
114,18,QB Player 18,TEAM18,QB,15.4,3.4,14,7,4
115,38,RB Player 38,TEAM6,RB,11.3,3.3,62,13,7
116,49,WR Player 49,TEAM17,WR,9.3,3.3,134,10,7
117,39,RB Player 39,TEAM7,RB,11.2,3.2,66,14,7
118,37,RB Player 37,TEAM5,RB,11.1,3.1,60,12,7
119,19,QB Player 19,TEAM19,QB,14.9,2.9,20,8,4
120,15,TE Player 15,TEAM15,TE,6.8,2.8,167,4,4
121,14,TE Player 14,TEAM14,TE,6.7,2.7,174,17,4
122,50,WR Player 50,TEAM18,WR,8.6,2.6,138,11,8
123,40,RB Player 40,TEAM8,RB,10.4,2.4,67,15,8
124,48,WR Player 48,TEAM16,WR,8.4,2.4,129,9,8
125,51,WR Player 51,TEAM19,WR,8.0,2.0,131,12,8
126,41,RB Player 41,TEAM9,RB,9.8,1.8,68,16,8
127,42,RB Player 42,TEAM10,RB,9.7,1.7,62,17,8
128,43,RB Player 43,TEAM11,RB,9.7,1.7,71,4,8
129,44,RB Player 44,TEAM12,RB,9.5,1.5,73,5,8
130,56,WR Player 56,TEAM24,WR,7.5,1.5,139,17,8
131,52,WR Player 52,TEAM20,WR,7.4,1.4,131,13,8
132,16,TE Player 16,TEAM16,TE,5.3,1.3,167,5,5
133,54,WR Player 54,TEAM22,WR,7.1,1.1,136,15,8
134,20,QB Player 20,TEAM20,QB,13.0,1.0,24,9,5
135,17,TE Player 17,TEAM17,TE,5.0,1.0,171,6,5
136,21,QB Player 21,TEAM21,QB,12.8,0.8,17,10,5
137,45,RB Player 45,TEAM13,RB,8.7,0.7,66,6,9
138,55,WR Player 55,TEAM23,WR,6.6,0.6,144,16,8
139,53,WR Player 53,TEAM21,WR,6.5,0.5,141,14,8
140,46,RB Player 46,TEAM14,RB,8.3,0.3,65,7,9
141,18,TE Player 18,TEAM18,TE,4.3,0.3,171,7,5
142,57,WR Player 57,TEAM25,WR,6.2,0.2,137,4,8
143,58,WR Player 58,TEAM26,WR,6.2,0.2,147,5,8
144,49,RB Player 49,TEAM17,RB,8.0,-0.0,76,10,9
145,48,RB Player 48,TEAM16,RB,7.8,-0.2,71,9,9
146,59,WR Player 59,TEAM27,WR,5.7,-0.3,139,6,8
147,60,WR Player 60,TEAM28,WR,5.7,-0.3,145,7,8
148,47,RB Player 47,TEAM15,RB,7.4,-0.6,69,8,9
149,22,QB Player 22,TEAM22,QB,11.3,-0.7,20,11,5
150,51,RB Player 51,TEAM19,RB,7.2,-0.8,75,12,9
151,61,WR Player 61,TEAM29,WR,5.2,-0.8,145,8,8
152,62,WR Player 62,TEAM30,WR,5.2,-0.8,149,9,8
153,50,RB Player 50,TEAM18,RB,7.1,-0.9,73,11,9
154,63,WR Player 63,TEAM31,WR,4.9,-1.1,151,10,8
155,52,RB Player 52,TEAM20,RB,6.6,-1.4,77,13,9
156,23,QB Player 23,TEAM23,QB,10.3,-1.7,18,12,5
157,19,TE Player 19,TEAM19,TE,2.2,-1.8,176,8,6
158,55,RB Player 55,TEAM23,RB,6.1,-1.9,75,16,9
159,64,WR Player 64,TEAM32,WR,4.1,-1.9,149,11,9
160,67,WR Player 67,TEAM3,WR,3.9,-2.1,148,14,9
161,66,WR Player 66,TEAM2,WR,3.8,-2.2,147,13,9
162,20,TE Player 20,TEAM20,TE,1.7,-2.3,176,9,6
163,54,RB Player 54,TEAM22,RB,5.6,-2.4,83,15,9
164,65,WR Player 65,TEAM1,WR,3.6,-2.4,154,12,9
165,68,WR Player 68,TEAM4,WR,3.5,-2.5,151,15,9
166,70,WR Player 70,TEAM6,WR,3.4,-2.6,159,17,9
167,53,RB Player 53,TEAM21,RB,5.3,-2.7,76,14,9
168,57,RB Player 57,TEAM25,RB,5.0,-3.0,85,4,9
169,72,WR Player 72,TEAM8,WR,2.8,-3.2,154,5,10
170,24,QB Player 24,TEAM24,QB,8.7,-3.3,21,13,5
171,69,WR Player 69,TEAM5,WR,2.6,-3.4,153,16,10
172,71,WR Player 71,TEAM7,WR,2.6,-3.4,155,4,10
173,56,RB Player 56,TEAM24,RB,4.0,-4.0,85,17,10
174,59,RB Player 59,TEAM27,RB,3.5,-4.5,79,6,10
175,60,RB Player 60,TEAM28,RB,3.5,-4.5,79,7,10
176,58,RB Player 58,TEAM26,RB,3.0,-5.0,85,5,10
