overall_rank,player_name,position,team,predicted_points,raw_vor,vor,schedule_adjusted_vor
77,Jake Bobo,WR,SEA,132.5,-21.19999999999999,-25.439999999999987,-24.388181130741557
78,JuJu Smith-Schuster,WR,KC,133.3,-20.399999999999977,-24.479999999999972,-24.66153962025727
79,David Moore,WR,CAR,131.5,-22.19999999999999,-26.639999999999986,-26.912086148839222
80,Brevyn Spann-Ford,TE,DAL,55.1,-25.1,-30.12,-27.419827698384186
81,Jonathan Mingo,WR,DAL,131.1,-22.599999999999994,-27.119999999999994,-28.089718557765114
82,Brock Purdy,QB,SF,293.1,-33.799999999999955,-30.41999999999996,-29.861114948368677
83,Matthew Stafford,QB,LA,291.8,-35.099999999999966,-31.58999999999997,-30.973684160225325
84,John Metchie III,WR,HOU,125.0,-28.69999999999999,-34.43999999999998,-33.81343096681089
85,DJ Turner,WR,LV,120.3,-33.39999999999999,-40.07999999999999,-40.25407725438349
86,Tip Reiman,TE,ARI,45.9,-34.300000000000004,-41.160000000000004,-40.65319715306096
87,Gabe Davis,WR,JAX,118.5,-35.19999999999999,-42.23999999999999,-42.43254874003372
88,Mason Tipton,WR,NO,118.9,-34.79999999999998,-41.75999999999998,-42.83655757515244
89,Kevin Austin Jr.,WR,NO,118.5,-35.19999999999999,-42.23999999999999,-43.32893180015421
90,Christian Kirk,WR,JAX,117.1,-36.599999999999994,-43.919999999999995,-44.12020692855779
91,Ryan Miller,WR,TB,116.3,-37.39999999999999,-44.87999999999999,-44.444189911700555
92,Chris Olave,WR,NO,117.0,-36.69999999999999,-44.039999999999985,-45.17533514391078
93,Jordan Love,QB,GB,275.4,-51.5,-46.35,-45.20302640921753
94,Josh Reynolds,WR,JAX,115.8,-37.89999999999999,-45.47999999999999,-45.68731810361585
95,Ben Sinnott,TE,WAS,36.2,-44.0,-52.8,-46.14436476511081
96,Tua Tagovailoa,QB,MIA,270.4,-56.5,-50.85,-49.42324024590766
97,Ben Sims,TE,GB,36.7,-43.5,-52.199999999999996,-50.11227882743936
98,Jalen Hurts,QB,PHI,271.2,-55.69999999999999,-50.12999999999999,-51.708054343365184
99,Anthony Richardson,QB,IND,262.6,-64.29999999999995,-57.86999999999996,-54.6247208846396
100,Tyler Higbee,TE,LA,30.0,-50.2,-60.24,-57.20479575564734
101,Josiah Deguara,TE,JAX,30.0,-50.2,-60.24,-57.290800900383985
102,Jaheim Bell,TE,NE,30.0,-50.2,-60.24,-58.150851886383165
103,Brayden Willis,TE,SF,30.0,-50.2,-60.24,-58.23685704393558
104,Kirk Cousins,QB,ATL,251.1,-75.79999999999998,-68.21999999999998,-63.711848770964586
105,Drake Maye,QB,NE,252.3,-74.59999999999997,-67.13999999999997,-64.08021824925899
106,Ryan Flournoy,WR,DAL,101.8,-51.89999999999999,-62.27999999999999,-64.50692005079688
107,Russell Wilson,QB,PIT,246.4,-80.49999999999997,-72.44999999999997,-73.90409079513603
108,Daniel Jones,QB,MIN,238.0,-88.89999999999998,-80.00999999999998,-74.48716604123565
109,Justin Fields,QB,PIT,244.3,-82.59999999999997,-74.33999999999997,-75.83202359848741
110,Jameis Winston,QB,CLE,243.8,-83.09999999999997,-74.78999999999998,-75.88568603202803
111,Trevor Lawrence,QB,JAX,236.4,-90.49999999999997,-81.44999999999997,-77.00637555453181
112,Mac Jones,QB,JAX,236.1,-90.79999999999998,-81.71999999999998,-77.26164530775127
113,Derek Carr,QB,NO,241.9,-84.99999999999997,-76.49999999999997,-78.45001301315617
114,Aidan O'Connell,QB,LV,237.4,-89.49999999999997,-80.54999999999998,-81.33794946622378
115,Gardner Minshew,QB,LV,235.8,-91.09999999999997,-81.98999999999997,-82.79203571366463
116,Mitchell Trubisky,QB,BUF,223.6,-103.29999999999998,-92.96999999999998,-91.41901036363203
117,Malachi Corley,WR,NYJ,75.5,-78.19999999999999,-93.83999999999999,-91.89323453898506
118,Will Levis,QB,TEN,224.3,-102.59999999999997,-92.33999999999997,-93.20775172930325
119,Jake Haener,QB,NO,223.8,-103.09999999999997,-92.78999999999998,-95.15525107831061
120,Malik Heath,WR,GB,72.7,-80.99999999999999,-97.19999999999997,-95.39328559174785
121,Simi Fehoko,WR,LAC,72.8,-80.89999999999999,-97.07999999999998,-97.45637681074265
122,Terrace Marshall Jr.,WR,LV,72.8,-80.89999999999999,-97.07999999999998,-97.5016422119648
123,DeAndre Carter,WR,CHI,72.0,-81.69999999999999,-98.03999999999998,-97.56561812664064
124,Bryce Oliver,WR,TEN,72.8,-80.89999999999999,-97.07999999999998,-97.87246977488012
125,Treylon Burks,WR,TEN,71.9,-81.79999999999998,-98.15999999999998,-98.96128587867976
126,Dak Prescott,QB,DAL,218.3,-108.59999999999997,-97.73999999999997,-99.16373205570284
127,Cooper Rush,QB,DAL,216.3,-110.59999999999997,-99.53999999999998,-100.9899517989018
128,Mason Rudolph,QB,TEN,215.4,-111.49999999999997,-100.34999999999998,-101.29302454012976
129,Jacoby Brissett,QB,NE,198.8,-128.09999999999997,-115.28999999999998,-110.03587074705199
130,Bryce Young,QB,CAR,205.6,-121.29999999999998,-109.16999999999999,-110.86980373617043
131,Joe Flacco,QB,IND,192.7,-134.2,-120.77999999999999,-114.0068047079104
132,DJ Chark,WR,LAC,58.2,-95.49999999999999,-114.59999999999998,-115.04430142677285
133,Jamison Crowder,WR,WAS,57.5,-96.19999999999999,-115.43999999999998,-115.99106974395484
134,Parris Campbell,WR,PHI,58.3,-95.39999999999999,-114.47999999999999,-117.11508828669982
135,Bub Means,WR,NO,58.3,-95.39999999999999,-114.47999999999999,-117.43125266291796
136,Tom Kennedy,WR,DET,50.0,-103.69999999999999,-124.43999999999998,-120.22114562612009
137,Brandon Johnson,WR,PIT,50.0,-103.69999999999999,-124.43999999999998,-120.71359245276219
138,Irvin Charles,WR,NYJ,50.0,-103.69999999999999,-124.43999999999998,-121.85841971474106
139,Trent Taylor,WR,SF,50.0,-103.69999999999999,-124.43999999999998,-122.06670548480977
140,Ronnie Bell,WR,SF,50.0,-103.69999999999999,-124.43999999999998,-122.06670548480977
141,Braxton Berrios,WR,MIA,50.0,-103.69999999999999,-124.43999999999998,-123.34543075521356
142,Robbie Chosen,WR,MIA,50.0,-103.69999999999999,-124.43999999999998,-123.34543075521356
143,Grant DuBose,WR,MIA,50.0,-103.69999999999999,-124.43999999999998,-123.34543075521356
144,Erik Ezukanma,WR,MIA,50.0,-103.69999999999999,-124.43999999999998,-123.34543075521356
145,Dee Eskridge,WR,MIA,50.0,-103.69999999999999,-124.43999999999998,-123.34543075521356
146,Xavier Weaver,WR,ARI,50.0,-103.69999999999999,-124.43999999999998,-123.54627768809696
147,Deshaun Watson,QB,CLE,191.5,-135.39999999999998,-121.85999999999999,-123.64526941921295
148,Collin Johnson,WR,CHI,50.0,-103.69999999999999,-124.43999999999998,-123.83787759770668
149,Drew Lock,QB,NYG,190.4,-136.49999999999997,-122.84999999999998,-124.2408039491017
150,Kendric Pryor,WR,CIN,50.0,-103.69999999999999,-124.43999999999998,-124.60332746612421
151,Anthony Miller,WR,BAL,50.0,-103.69999999999999,-124.43999999999998,-125.01915496992982
152,Devontez Walker,WR,BAL,50.0,-103.69999999999999,-124.43999999999998,-125.01915496992982
153,Steven Sims,WR,BAL,50.0,-103.69999999999999,-124.43999999999998,-125.01915496992982
154,Nikko Remigio,WR,KC,50.0,-103.69999999999999,-124.43999999999998,-125.36282640297458
155,Rashee Rice,WR,KC,50.0,-103.69999999999999,-124.43999999999998,-125.36282640297458
156,Mason Kinsey,WR,TEN,50.0,-103.69999999999999,-124.43999999999998,-125.45581107113804
157,Spencer Rattler,QB,NO,190.4,-136.49999999999997,-122.84999999999998,-125.98149148583316
158,Tyrell Shavers,WR,BUF,50.0,-103.69999999999999,-124.43999999999998,-126.7070128954001
159,James Proche,WR,CLE,50.0,-103.69999999999999,-124.43999999999998,-126.83049650780058
160,Ainias Smith,WR,PHI,50.0,-103.69999999999999,-124.43999999999998,-127.3043464919368
161,Jermaine Jackson,WR,NO,50.0,-103.69999999999999,-124.43999999999998,-127.64801783170432
162,Malik Willis,QB,GB,165.8,-161.09999999999997,-144.98999999999998,-141.40208843737753
163,Andy Dalton,QB,CAR,165.8,-161.09999999999997,-144.98999999999998,-147.24752994144316
164,Nick Mullens,QB,MIN,150.0,-176.89999999999998,-159.20999999999998,-148.2202437873407
165,Michael Penix Jr.,QB,ATL,150.0,-176.89999999999998,-159.20999999999998,-148.68899798923002
166,Dorian Thompson-Robinson,QB,CLE,163.1,-163.79999999999998,-147.42,-149.57972770212027
167,Jarrett Stidham,QB,DEN,150.0,-176.89999999999998,-159.20999999999998,-150.39888581625726
168,Taylor Heinicke,QB,LAC,150.0,-176.89999999999998,-159.20999999999998,-151.40297863607054
169,Hendon Hooker,QB,DET,150.0,-176.89999999999998,-159.20999999999998,-151.81047540801427
170,Joe Milton III,QB,NE,150.0,-176.89999999999998,-159.20999999999998,-151.9542976983099
171,Marcus Mariota,QB,WAS,150.0,-176.89999999999998,-159.20999999999998,-152.4123984360198
172,Josh Johnson,QB,BAL,150.0,-176.89999999999998,-159.20999999999998,-154.17289045800797
173,Tyler Huntley,QB,MIA,150.0,-176.89999999999998,-159.20999999999998,-154.74285308851438
174,Skylar Thompson,QB,MIA,150.0,-176.89999999999998,-159.20999999999998,-154.74285308851438
175,Sam Howell,QB,SEA,150.0,-176.89999999999998,-159.20999999999998,-155.041151057879
176,Jake Browning,QB,CIN,150.0,-176.89999999999998,-159.20999999999998,-155.3421125560068
177,Tyson Bagent,QB,CHI,150.0,-176.89999999999998,-159.20999999999998,-155.44598428320018
178,Tyrod Taylor,QB,NYJ,150.0,-176.89999999999998,-159.20999999999998,-155.96267942413812
179,Jimmy Garoppolo,QB,LA,150.0,-176.89999999999998,-159.20999999999998,-156.1038384029591
180,Brandon Allen,QB,SF,150.0,-176.89999999999998,-159.20999999999998,-156.28494776232026
181,Joshua Dobbs,QB,SF,150.0,-176.89999999999998,-159.20999999999998,-156.28494776232026
182,Mike White,QB,BUF,150.0,-176.89999999999998,-159.20999999999998,-156.55394901574545
183,Chris Oladokun,QB,KC,150.0,-176.89999999999998,-159.20999999999998,-158.67666015961385
184,Carson Wentz,QB,KC,150.0,-176.89999999999998,-159.20999999999998,-158.67666015961385
185,Davis Mills,QB,HOU,150.0,-176.89999999999998,-159.20999999999998,-159.7792977340913
186,Kyle Trask,QB,TB,150.0,-176.89999999999998,-159.20999999999998,-159.78196127079195
187,Clayton Tune,QB,ARI,150.0,-176.89999999999998,-159.20999999999998,-159.84321905395544
188,Desmond Ridder,QB,LV,150.0,-176.89999999999998,-159.20999999999998,-160.7674107326814
189,Tommy DeVito,QB,NYG,150.0,-176.89999999999998,-159.20999999999998,-161.01244116187613
190,Tim Boyle,QB,NYG,150.0,-176.89999999999998,-159.20999999999998,-161.01244116187613
191,Trey Lance,QB,DAL,150.0,-176.89999999999998,-159.20999999999998,-161.52913628594692
192,Bailey Zappe,QB,CLE,150.0,-176.89999999999998,-159.20999999999998,-161.54245317768664
193,Kyle Allen,QB,PIT,150.0,-176.89999999999998,-159.20999999999998,-162.40538710136107
194,Kenny Pickett,QB,PHI,150.0,-176.89999999999998,-159.20999999999998,-164.22180993431422
195,Tanner McKee,QB,PHI,150.0,-176.89999999999998,-159.20999999999998,-164.22180993431422
