player_id,player_name,team,position,predicted_points,vor_value,position_rank,is_replacement_level,tier,age,bye_week,adp,adjusted_score,scarcity_multiplier,overall_rank,overall_tier,wr_tier,te_tier,qb_tier,rb_tier
00-0033897,Joe Mixon,HOU,RB,5.989065946795859,1.3421517949717066,20,False,4,25,7,-1,1.61,1.2,58,8,,,,4.0
00-0036894,Pat Freiermuth,PIT,TE,6.460993167424026,1.3319179123741627,9,False,5,25,7,-1,1.47,1.1,59,8,,4.0,,
00-0036139,Rico Dowdle,DAL,RB,5.953497779514916,1.306583627690764,21,False,4,25,7,-1,1.57,1.2,60,8,,,,4.0
00-0035261,Tony Pollard,TEN,RB,5.939621748631845,1.292707596807693,22,False,4,25,7,-1,1.55,1.2,61,8,,,,4.0
00-0036259,Jauan Jennings,SF,WR,8.192169145772557,1.2851442673625755,26,False,7,25,7,-1,1.29,1.0,62,8,4.0,,,
00-0036970,Kyle Pitts,ATL,TE,6.4048224007893175,1.2757471457394542,10,False,5,25,7,-1,1.4,1.1,63,8,,4.0,,
00-0036912,DeVonta Smith,PHI,WR,8.177180702185998,1.270155823776017,27,False,7,25,7,-1,1.27,1.0,64,8,4.0,,,
00-0039384,Tyrone Tracy Jr.,NYG,RB,5.907977484653052,1.2610633328288996,23,False,4,25,7,-1,1.51,1.2,65,8,,,,4.0
00-0036275,D'Andre Swift,CHI,RB,5.869562880588222,1.22264872876407,24,False,4,25,7,-1,1.47,1.2,66,8,,,,4.0
00-0039849,Marvin Harrison Jr.,ARI,WR,8.064259423057523,1.157234544647542,28,False,7,25,7,-1,1.16,1.0,67,8,4.0,,,
00-0036893,Najee Harris,PIT,RB,5.787382585952153,1.1404684341280005,25,False,4,25,7,-1,1.37,1.2,68,8,,,,4.0
00-0036223,Jonathan Taylor,IND,RB,5.7569098137132775,1.1099956618891254,26,False,4,25,7,-1,1.33,1.2,69,8,,,,4.0
00-0038134,Kenneth Walker III,SEA,RB,5.660566270902944,1.0136521190787917,27,False,4,25,7,-1,1.22,1.2,70,8,,,,4.0
00-0036040,Juwan Johnson,NO,TE,6.097067298783608,0.9679920437337444,11,False,6,25,7,-1,1.06,1.1,71,8,,4.0,,
00-0036442,Joe Burrow,CIN,QB,17.997736995034288,0.9638137932299138,6,False,3,25,7,-1,0.77,0.8,72,8,,,4.0,
00-0037834,Brock Purdy,SF,QB,17.9849115401684,0.9509883383640272,7,False,3,25,7,-1,0.76,0.8,73,8,,,4.0,
00-0033923,Kareem Hunt,KC,RB,5.591903013531721,0.9449888617075688,28,False,4,25,7,-1,1.13,1.2,74,8,,,,4.0
00-0039146,Jayden Reed,GB,WR,7.808895334438863,0.9018704560288819,29,False,8,25,7,-1,0.9,1.0,75,8,4.0,,,
00-0037256,Rachaad White,TB,RB,5.498868301777536,0.851954149953384,29,False,4,25,7,-1,1.02,1.2,76,8,,,,4.0
00-0039165,Zach Charbonnet,SEA,RB,5.422066118535812,0.7751519667116602,30,False,4,25,7,-1,0.93,1.2,77,8,,,,4.0
00-0034829,Mike Gesicki,CIN,TE,5.903874798773196,0.7747995437233328,12,False,7,25,7,-1,0.85,1.1,78,8,,4.0,,
00-0035228,Kyler Murray,ARI,QB,17.76323354721805,0.7293103454136762,8,False,3,25,7,-1,0.58,0.8,79,8,,,4.0,
00-0034837,Calvin Ridley,TEN,WR,7.6257283047310045,0.7187034263210235,30,False,9,25,7,-1,0.72,1.0,80,8,4.0,,,
00-0038555,Tank Bigsby,JAX,RB,5.357780223408229,0.7108660715840767,31,False,4,25,7,-1,0.85,1.2,81,8,,,,4.0
00-0036355,Justin Herbert,LAC,QB,17.702926301109166,0.669003099304792,9,False,3,25,7,-1,0.54,0.8,82,8,,,4.0,
00-0037525,Jordan Mason,SF,RB,5.286768235913135,0.6398540840889826,32,False,4,25,7,-1,0.77,1.2,83,8,,,,4.0
00-0033106,Jared Goff,DET,QB,17.624363252281572,0.5904400504771985,10,False,3,25,7,-1,0.47,0.8,84,8,,,4.0,
00-0038997,Josh Downs,IND,WR,7.46892679704596,0.5619019186359786,31,False,10,25,7,-1,0.56,1.0,85,8,4.0,,,
00-0034869,Sam Darnold,MIN,QB,17.593524377452994,0.5596011756486199,11,False,3,25,7,-1,0.45,0.8,86,8,,,4.0,
00-0033873,Patrick Mahomes,KC,QB,17.546021836497793,0.5120986346934195,12,False,3,25,7,-1,0.41,0.8,87,8,,,4.0,
00-0030061,Zach Ertz,WAS,TE,5.532015738565703,0.4029404835158399,13,False,8,25,7,-1,0.44,1.1,88,8,,4.0,,
00-0035640,DK Metcalf,SEA,WR,7.29405393916397,0.3870290607539886,32,False,11,25,7,-1,0.39,1.0,89,8,4.0,,,
00-0037263,Tyler Allgeier,ATL,RB,5.026355001678125,0.37944084985397275,33,False,5,25,7,-1,0.46,1.2,90,8,,,,4.0
00-0039918,Caleb Williams,CHI,QB,17.366171118040242,0.33224791623586825,13,False,3,25,7,-1,0.27,0.8,91,8,,,4.0,
00-0037267,Jerome Ford,CLE,RB,4.951270736128374,0.3043565843042222,34,False,5,25,7,-1,0.37,1.2,92,8,,,,4.0
00-0036309,Darnell Mooney,ATL,WR,7.17963139696425,0.27260651855426854,33,False,11,25,7,-1,0.27,1.0,93,8,4.0,,,
00-0033908,Cooper Kupp,LA,WR,7.1551553279092435,0.24813044949926244,34,False,11,25,7,-1,0.25,1.0,94,8,4.0,,,
00-0038794,Jaleel McLaughlin,DEN,RB,4.778225609884434,0.13131145806028144,35,False,6,25,7,-1,0.16,1.2,95,8,,,,4.0
00-0038117,Wan'Dale Robinson,NYG,WR,6.991110663290607,0.08408578488062624,35,False,12,25,7,-1,0.08,1.0,96,8,4.0,,,
00-0036389,Jalen Hurts,PHI,QB,17.10324225161126,0.06931904980688586,14,False,3,25,7,-1,0.06,0.8,97,8,,,4.0,
00-0038129,Cade Otton,TB,TE,5.182742972707076,0.05366771765721268,14,False,9,25,7,-1,0.06,1.1,98,8,,4.0,,
00-0030565,Geno Smith,SEA,QB,17.033923201804374,0.0,15,True,3,25,7,-1,0.0,0.8,99,8,,,4.0,
00-0038951,Sean Tucker,TB,RB,4.646914151824152,0.0,36,True,7,25,7,-1,0.0,1.2,100,8,,,,4.0
00-0037247,George Pickens,PIT,WR,6.907024878409981,0.0,36,True,12,25,7,-1,0.0,1.0,101,8,4.0,,,
00-0034351,Dallas Goedert,PHI,TE,5.129075255049863,0.0,15,True,9,25,7,-1,0.0,1.1,102,8,,4.0,,
00-0038544,Quentin Johnston,LAC,WR,6.865902547670671,-0.041122330739310264,37,False,12,25,7,-1,-0.04,1.0,103,8,5.0,,,
00-0030279,Keenan Allen,CHI,WR,6.855489171636322,-0.051535706773658596,38,False,12,25,7,-1,-0.05,1.0,104,8,5.0,,,
00-0033090,Hunter Henry,NE,TE,5.0638006062803225,-0.06527464876954081,16,False,9,25,7,-1,-0.07,1.1,105,8,,5.0,,
00-0036328,Antonio Gibson,NE,RB,4.538274157271868,-0.10863999455228424,37,False,8,25,7,-1,-0.13,1.2,106,8,,,,5.0
00-0032392,Austin Hooper,NE,TE,5.0146686910729175,-0.11440656397694582,17,False,9,25,7,-1,-0.13,1.1,107,8,,5.0,,
00-0039919,Rome Odunze,CHI,WR,6.782163655483211,-0.1248612229267696,39,False,12,25,7,-1,-0.12,1.0,108,8,5.0,,,
00-0036290,Cole Kmet,CHI,TE,5.000139256600512,-0.128935998449351,18,False,9,25,7,-1,-0.14,1.1,109,8,,5.0,,
00-0030035,Adam Thielen,CAR,WR,6.759108166601315,-0.14791671180866572,40,False,12,25,7,-1,-0.15,1.0,110,8,5.0,,,
00-0039894,Xavier Worthy,KC,WR,6.743364851598335,-0.16366002681164638,41,False,12,25,7,-1,-0.16,1.0,111,8,5.0,,,
00-0036550,Rashod Bateman,BAL,WR,6.741260948937996,-0.16576392947198482,42,False,12,25,7,-1,-0.17,1.0,112,8,5.0,,,
00-0036997,Javonte Williams,DEN,RB,4.428292481943252,-0.21862166988089982,38,False,9,25,7,-1,-0.26,1.2,113,8,,,,5.0
00-0037261,Khalil Shakir,BUF,WR,6.647670268333265,-0.25935461007671634,43,False,12,25,7,-1,-0.26,1.0,114,8,5.0,,,
00-0039032,Tyjae Spears,TEN,RB,4.344996458437144,-0.3019176933870078,39,False,9,25,7,-1,-0.36,1.2,115,8,,,,5.0
00-0035644,Noah Fant,SEA,TE,4.827062051125489,-0.3020132039243739,19,False,9,25,7,-1,-0.33,1.1,116,8,,5.0,,
00-0037258,Dameon Pierce,HOU,RB,4.32167842356317,-0.32523572826098235,40,False,9,25,7,-1,-0.39,1.2,117,8,,,,5.0
00-0036973,Travis Etienne,JAX,RB,4.312745060254723,-0.33416909156942953,41,False,9,25,7,-1,-0.4,1.2,118,8,,,,5.0
00-0039874,Jaylen Wright,MIA,RB,4.310351829812857,-0.33656232201129477,42,False,9,25,7,-1,-0.4,1.2,119,8,,,,5.0
00-0033699,Austin Ekeler,WAS,RB,4.29768488292805,-0.34922926889610206,43,False,9,25,7,-1,-0.42,1.2,120,8,,,,5.0
00-0039798,Isaiah Davis,NYJ,RB,4.289526224903924,-0.3573879269202278,44,False,9,25,7,-1,-0.43,1.2,121,8,,,,5.0
00-0033280,Christian McCaffrey,SF,RB,4.275370018654264,-0.37154413316988855,45,False,9,25,7,-1,-0.45,1.2,122,8,,,,5.0
00-0038551,Kendre Miller,NO,RB,4.274809336285046,-0.3721048155391058,46,False,9,25,7,-1,-0.45,1.2,123,8,,,,5.0
00-0037838,Isaiah Likely,BAL,TE,4.749087104189265,-0.3799881508605987,20,False,9,25,7,-1,-0.42,1.1,124,8,,5.0,,
00-0037197,Isiah Pacheco,KC,RB,4.227039341714371,-0.4198748101097811,47,False,9,25,7,-1,-0.5,1.2,125,8,,,,5.0
00-0037228,Jaylen Warren,PIT,RB,4.183690274020174,-0.4632238778039781,48,False,9,25,7,-1,-0.56,1.2,126,8,,,,5.0
00-0039363,Isaac Guerendo,SF,RB,4.182567385959837,-0.464346765864315,49,False,9,25,7,-1,-0.56,1.2,127,8,,,,5.0
00-0036414,Cam Akers,MIN,RB,4.182210936882869,-0.4647032149412835,50,False,9,25,7,-1,-0.56,1.2,128,8,,,,5.0
00-0036613,Jaylen Waddle,MIA,WR,6.441793839855697,-0.4652310385542844,44,False,13,25,7,-1,-0.47,1.0,129,8,5.0,,,
00-0037809,Chig Okonkwo,TEN,TE,4.644963597140247,-0.4841116579096161,21,False,9,25,7,-1,-0.53,1.1,130,8,,5.0,,
00-0037664,Alec Pierce,IND,WR,6.415868810064361,-0.49115606834562,45,False,13,25,7,-1,-0.49,1.0,131,8,5.0,,,
00-0036919,Kenneth Gainwell,PHI,RB,4.120636188018207,-0.5262779638059447,51,False,9,25,7,-1,-0.63,1.2,132,8,,,,5.0
00-0039794,Braelon Allen,NYJ,RB,4.119959497092883,-0.5269546547312691,52,False,9,25,7,-1,-0.63,1.2,133,8,,,,5.0
00-0038797,Emanuel Wilson,GB,RB,4.103384074648414,-0.5435300771757383,53,False,9,25,7,-1,-0.65,1.2,134,8,,,,5.0
00-0039373,Audric Estimé,DEN,RB,4.083829985225124,-0.5630841665990278,54,False,9,25,7,-1,-0.68,1.2,135,8,,,,5.0
00-0036924,Michael Carter,ARI,RB,4.081934665342799,-0.5649794864813531,55,False,9,25,7,-1,-0.68,1.2,136,8,,,,5.0
00-0035250,Devin Singletary,NYG,RB,4.074909700729847,-0.5720044510943048,56,False,9,25,7,-1,-0.69,1.2,137,8,,,,5.0
00-0037509,Sincere McCormick,LV,RB,4.0550755601879676,-0.5918385916361846,57,False,9,25,7,-1,-0.71,1.2,138,8,,,,5.0
00-0039921,Trey Benson,ARI,RB,4.048806497055927,-0.5981076547682251,58,False,9,25,7,-1,-0.72,1.2,139,8,,,,5.0
00-0038124,Christian Watson,GB,WR,6.2997345062068,-0.607290372203181,46,False,13,25,7,-1,-0.61,1.0,140,8,5.0,,,
00-0038636,Kenny McIntosh,SEA,RB,4.039418930619151,-0.6074952212050011,59,False,9,25,7,-1,-0.73,1.2,141,8,,,,5.0
00-0038977,Tank Dell,HOU,WR,6.282629738078799,-0.624395140331182,47,False,13,25,7,-1,-0.62,1.0,142,8,5.0,,,
00-0039391,Kimani Vidal,LAC,RB,4.022391487150767,-0.6245226646733855,60,False,9,25,7,-1,-0.75,1.2,143,8,,,,5.0
00-0033885,David Njoku,CLE,TE,4.491029711584723,-0.6380455434651404,22,False,9,25,7,-1,-0.7,1.1,144,8,,5.0,,
00-0035229,T.J. Hockenson,MIN,TE,4.473465884965309,-0.6556093700845542,23,False,9,25,7,-1,-0.72,1.1,145,8,,5.0,,
00-0034159,Will Dissly,LAC,TE,4.472527414914913,-0.6565478401349507,24,False,9,25,7,-1,-0.72,1.1,146,8,,5.0,,
00-0038611,Chris Rodriguez Jr.,WAS,RB,3.980483579499374,-0.6664305723247783,61,False,9,25,7,-1,-0.8,1.2,147,8,,,,5.0
00-0039875,Ray Davis,BUF,RB,3.9771305123794645,-0.6697836394446877,62,False,9,25,7,-1,-0.8,1.2,148,8,,,,5.0
00-0037120,Tyler Goodson,IND,RB,3.9662242897737663,-0.6806898620503858,63,False,9,25,7,-1,-0.82,1.2,149,8,,,,5.0
00-0034975,Justice Hill,BAL,RB,3.8889731866894057,-0.7579409651347464,64,False,9,25,7,-1,-0.91,1.2,150,8,,,,5.0
00-0036264,Jordan Love,GB,QB,16.27575813786421,-0.7581650639401651,16,False,4,25,7,-1,-0.61,0.8,151,8,,,5.0,
00-0023459,Aaron Rodgers,NYJ,QB,16.275089682123713,-0.7588335196806604,17,False,4,25,7,-1,-0.61,0.8,152,8,,,5.0,
00-0035537,Ty Johnson,BUF,RB,3.8826534160239157,-0.7642607358002365,65,False,9,25,7,-1,-0.92,1.2,153,8,,,,5.0
00-0035628,D'Ernest Johnson,JAX,RB,3.8763701107328683,-0.7705440410912838,66,False,9,25,7,-1,-0.92,1.2,154,8,,,,5.0
00-0038041,Jake Ferguson,DAL,TE,4.304078916351937,-0.8249963386979262,25,False,9,25,7,-1,-0.91,1.1,155,8,,5.0,,
00-0036252,Michael Pittman,IND,WR,6.064279488288795,-0.8427453901211859,48,False,14,25,7,-1,-0.84,1.0,156,8,5.0,,,
00-0039738,Blake Corum,LA,RB,3.8006943534654893,-0.8462197983586628,67,False,9,25,7,-1,-1.02,1.2,157,8,,,,5.0
00-0033955,Jeremy McNichols,WAS,RB,3.7755127258718324,-0.8714014259523197,68,False,9,25,7,-1,-1.05,1.2,158,8,,,,5.0
00-0038608,Kayshon Boutte,NE,WR,6.027556114587994,-0.8794687638219871,49,False,14,25,7,-1,-0.88,1.0,159,8,5.0,,,
00-0034791,Nick Chubb,CLE,RB,3.758038921782663,-0.888875230041489,69,False,9,25,7,-1,-1.07,1.2,160,8,,,,5.0
00-0036906,Khalil Herbert,CIN,RB,3.7288976826318874,-0.9180164691922648,70,False,9,25,7,-1,-1.1,1.2,161,8,,,,5.0
00-0034972,Alexander Mattison,LV,RB,3.7238220227248497,-0.9230921290993024,71,False,9,25,7,-1,-1.11,1.2,162,8,,,,5.0
00-0038685,Chris Brooks,GB,RB,3.709604998422078,-0.9373091534020741,72,False,9,25,7,-1,-1.12,1.2,163,8,,,,5.0
00-0038933,Dalton Kincaid,BUF,TE,4.186187194795602,-0.9428880602542611,26,False,9,25,7,-1,-1.04,1.1,164,8,,5.0,,
00-0034184,Gus Edwards,LAC,RB,3.6990939340016062,-0.9478202178225459,73,False,9,25,7,-1,-1.14,1.2,165,8,,,,5.0
00-0032104,Ameer Abdullah,LV,RB,3.695552642872442,-0.95136150895171,74,False,9,25,7,-1,-1.14,1.2,166,8,,,,5.0
00-0037816,Romeo Doubs,GB,WR,5.954644393793252,-0.9523804846167288,50,False,14,25,7,-1,-0.95,1.0,167,8,5.0,,,
00-0036251,Zack Moss,CIN,RB,3.6907707502551084,-0.9561434015690438,75,False,9,25,7,-1,-1.15,1.2,168,8,,,,5.0
00-0039325,Carson Steele,KC,RB,3.6828249133326927,-0.9640892384914594,76,False,9,25,7,-1,-1.16,1.2,169,8,,,,5.0
00-0035973,Patrick Taylor,SF,RB,3.6276910068301738,-1.0192231449939784,77,False,9,25,7,-1,-1.22,1.2,170,8,,,,5.0
00-0030578,Cordarrelle Patterson,PIT,RB,3.598762066934349,-1.0481520848898032,78,False,9,25,7,-1,-1.26,1.2,171,8,,,,5.0
00-0038705,Emari Demercado,ARI,RB,3.5896159555343887,-1.0572981962897634,79,False,9,25,7,-1,-1.27,1.2,172,8,,,,5.0
00-0035567,Craig Reynolds,DET,RB,3.55825119597383,-1.0886629558503222,80,False,9,25,7,-1,-1.31,1.2,173,8,,,,5.0
00-0033925,D'Onta Foreman,CLE,RB,3.53982980972634,-1.1070843420978123,81,False,9,25,7,-1,-1.33,1.2,174,8,,,,5.0
00-0036988,Josh Palmer,LAC,WR,5.795442179162032,-1.1115826992479487,51,False,15,25,7,-1,-1.11,1.0,175,8,5.0,,,
00-0037276,Ty Chandler,MIN,RB,3.4685033205056213,-1.1784108313185309,82,False,9,25,7,-1,-1.41,1.2,176,8,,,,5.0
00-0035243,Miles Sanders,CAR,RB,3.458036690148701,-1.188877461675451,83,False,9,25,7,-1,-1.43,1.2,177,8,,,,5.0
00-0037666,Jalen Tolbert,DAL,WR,5.714105616073414,-1.1929192623365674,52,False,15,25,7,-1,-1.19,1.0,178,8,5.0,,,
00-0035719,Deebo Samuel Sr.,SF,WR,5.713074150066635,-1.1939507283433457,53,False,15,25,7,-1,-1.19,1.0,179,8,5.0,,,
00-0038040,Zamir White,LV,RB,3.4486906546691665,-1.1982234971549857,84,False,9,25,7,-1,-1.44,1.2,180,8,,,,5.0
00-0033921,Chris Godwin,TB,WR,5.694875110641715,-1.212149767768266,54,False,15,25,7,-1,-1.21,1.0,181,8,5.0,,,
00-0034407,Ray-Ray McCloud,ATL,WR,5.615482848427921,-1.2915420299820601,55,False,15,25,7,-1,-1.29,1.0,182,8,5.0,,,
00-0026498,Matthew Stafford,LA,QB,15.739954659831525,-1.2939685419728484,18,False,5,25,7,-1,-1.04,0.8,183,8,,,5.0,
00-0033045,Ezekiel Elliott,LAC,RB,3.348737781973299,-1.2981763698508533,85,False,9,25,7,-1,-1.56,1.2,184,8,,,,5.0
00-0038098,Pierre Strong,CLE,RB,3.3420084255777827,-1.3049057262463695,86,False,9,25,7,-1,-1.57,1.2,185,8,,,,5.0
00-0039901,Keon Coleman,BUF,WR,5.596261017589686,-1.3107638608202947,56,False,15,25,7,-1,-1.31,1.0,186,8,5.0,,,
00-0036637,Noah Gray,KC,TE,3.818039461495788,-1.3110357935540753,27,False,10,25,7,-1,-1.44,1.1,187,8,,5.0,,
00-0033854,Dare Ogunbowale,HOU,RB,3.320100268007958,-1.326813883816194,87,False,9,25,7,-1,-1.59,1.2,188,8,,,,5.0
00-0039847,Theo Johnson,NYG,TE,3.7985354192470657,-1.3305398358027976,28,False,10,25,7,-1,-1.46,1.1,189,8,,5.0,,
00-0034270,Tyler Conklin,NYJ,TE,3.758663786456373,-1.3704114685934905,29,False,10,25,7,-1,-1.51,1.1,190,8,,5.0,,
00-0031687,Raheem Mostert,MIA,RB,3.2764890000491387,-1.3704251517750135,88,False,9,25,7,-1,-1.64,1.2,191,8,,,,5.0
00-0037429,Raheem Blackshear,CAR,RB,3.2695958626682273,-1.3773182891559248,89,False,9,25,7,-1,-1.65,1.2,192,8,,,,5.0
00-0038621,DeMario Douglas,NE,WR,5.529121835968487,-1.3779030424414938,57,False,15,25,7,-1,-1.38,1.0,193,8,5.0,,,
